# fen|wdl|wdl state|dtz|dtz state from Stockfish 13 probe_wdl and probe_dtz, generated by tools/syzygy_reference.py
5K2/8/8/4pP2/7b/8/6k1/8 w - e6 0 1|0|1|0|1
1k6/8/8/8/3Pp3/8/2K5/4b3 b - d3 0 1|2|1|1|2
8/8/4k3/8/4P3/2P5/1K3P2/8 w - - 0 1|2|1|1|2
1k1N4/3K4/8/8/8/8/8/8 b - - 0 1|0|1|0|1
8/8/2k5/4K3/8/8/8/5B2 b - - 0 1|0|1|0|1
8/8/8/5P2/7r/5K2/5p2/k7 w - - 0 1|-2|1|-2|2
8/8/8/8/8/3Kp3/4pk2/8 b - - 0 1|2|1|1|2
8/7k/K7/8/4r3/b7/2r5/8 b - - 0 1|2|1|3|1
1k6/3p4/8/8/8/2p4P/8/2K5 w - - 0 1|2|1|1|2
3q4/2p5/7k/8/8/K7/8/8 b - - 0 1|2|1|1|2
K7/8/4k3/8/8/4P3/8/8 w - - 0 1|0|1|0|1
8/7K/6n1/8/8/8/2k5/8 w - - 0 1|0|1|0|1
8/8/8/6k1/2K2N1n/8/8/8 w - - 0 1|0|1|0|1
3q4/5K2/8/8/8/8/2k5/5B2 b - - 0 1|2|1|7|1
8/2p5/7p/8/2K5/8/8/1k6 w - - 0 1|-2|1|-2|2
8/8/2B5/5k2/8/2p5/K7/8 b - - 0 1|0|1|0|1
8/8/Q6k/8/1K6/8/8/8 b - - 0 1|-2|1|-14|1
8/1K4p1/8/8/6p1/8/3k3N/8 w - - 0 1|0|1|0|1
8/5K1B/8/8/8/3Q4/k7/1r6 w - - 0 1|2|2|1|2
8/8/1R1p4/2k5/8/1K6/8/4b3 b - - 0 1|2|2|1|2
8/8/4R3/8/2Kp4/8/1b6/5k2 w - - 0 1|0|1|0|1
8/4P2K/8/8/6P1/8/8/4k3 b - - 0 1|-2|1|-2|2
8/8/8/7k/8/8/b2K4/4b3 w - - 0 1|0|1|0|1
3K4/4P3/k7/7P/8/8/8/3Q4 w - - 0 1|2|1|1|2
8/7k/2K5/8/8/4n3/8/8 w - - 0 1|0|1|0|1
8/8/2p2K2/1b6/3r4/8/8/6k1 w - - 0 1|-2|1|-2|2
3k1K2/3R4/8/8/8/6q1/8/8 b - - 0 1|2|2|1|2
5k2/8/8/6p1/8/8/8/2K5 w - - 0 1|0|1|0|1
2n5/5K2/8/kB6/8/8/8/8 b - - 0 1|0|1|0|1
5K2/8/8/8/5pP1/8/4k3/8 b - g3 0 1|2|2|1|2
K7/6P1/8/7B/Nk6/8/8/8 b - - 0 1|-2|1|-2|2
8/8/8/8/5K1p/1k1p4/8/8 w - - 0 1|-2|1|-2|2
8/8/6pk/5K2/8/7b/8/8 w - - 0 1|-2|1|-2|2
5K2/5bP1/8/1p6/8/8/7k/8 b - - 0 1|2|1|3|1
2k5/8/8/8/7q/r7/5p2/K7 w - - 0 1|-2|1|-2|2
8/b3K3/8/8/6k1/7n/7P/8 w - - 0 1|-2|1|-4|1
4K3/8/8/8/8/8/p2r4/2k5 w - - 0 1|-2|1|-2|2
8/8/8/1R6/2PK2k1/8/2N5/8 b - - 0 1|-2|1|-2|2
8/8/K7/2k5/8/4N3/8/8 b - - 0 1|0|1|0|1
8/5b2/K6k/8/8/8/8/8 w - - 0 1|0|1|0|1
8/4K3/8/8/Pp1k4/8/8/8 b - a3 0 1|2|2|1|2
8/2B5/2p5/8/8/N7/1K3k2/8 b - - 0 1|-2|1|-6|1
7k/8/8/8/3K4/6BP/1B6/8 w - - 0 1|2|1|1|2
8/8/3K4/4r3/8/8/5b2/1k6 b - - 0 1|2|1|17|1
8/1p6/8/8/8/K7/1P6/6k1 b - - 0 1|0|1|0|1
6b1/7k/8/8/8/8/8/4K3 b - - 0 1|0|1|0|1
3K1k2/8/8/5p2/b3R3/8/8/8 w - - 0 1|2|2|1|2
3r4/8/7k/8/2K5/8/8/8 w - - 0 1|-2|1|-26|1
8/8/8/k7/p1K5/8/6p1/8 w - - 0 1|-2|1|-2|2
6Q1/1K6/7Q/8/8/6k1/8/6r1 b - - 0 1|-2|1|-2|2
8/6k1/8/8/4p3/3P2K1/8/8 b - - 0 1|0|1|0|1
8/8/5k2/8/5N2/qK6/5P2/8 w - - 0 1|2|2|1|2
8/B7/r7/8/3k4/8/3K4/8 b - - 0 1|2|2|1|2
8/8/4P3/8/8/2p1K3/6k1/8 b - - 0 1|-2|1|-1|1
8/8/n7/5N2/8/8/1K5k/4B3 w - - 0 1|2|1|15|1
8/2K5/3Q4/8/n7/8/3Pk3/8 w - - 0 1|2|1|1|2
8/8/8/8/3Pk3/8/K6p/8 w - - 0 1|-2|1|-1|1
8/k7/8/8/7p/1q1K3P/8/8 w - - 0 1|-2|1|-2|2
7N/8/8/3K4/8/2B1k3/8/8 b - - 0 1|-2|1|-53|1
8/7p/3R4/8/K3k3/8/8/8 b - - 0 1|-2|1|-4|1
2N5/8/8/5pP1/8/3K4/8/3k4 w - f6 0 1|2|2|1|2
8/8/5K2/1R6/8/2r5/8/k7 b - - 0 1|0|1|0|1
7k/3b4/8/P7/8/8/3q4/2K5 w - - 0 1|0|1|0|1
1K6/1B6/8/8/8/8/6q1/b4k2 b - - 0 1|2|1|9|1
8/q7/8/7P/5K2/3k4/8/8 w - - 0 1|-2|1|-8|1
5K2/8/4R3/8/6q1/8/5r2/1k6 w - - 0 1|-2|1|-2|2
2k5/7R/2K5/8/8/8/3P4/7N w - - 0 1|2|1|1|2
8/8/8/8/8/8/2k3K1/b5R1 b - - 0 1|0|1|0|1
3k4/K7/2b5/8/8/8/8/2B5 w - - 0 1|0|1|0|1
1kB5/8/1r6/r7/6K1/8/8/8 b - - 0 1|2|2|1|2
8/4P3/1QR5/8/7k/8/8/6K1 w - - 0 1|2|1|1|2
4k3/8/8/8/8/3bK3/8/8 b - - 0 1|0|1|0|1
8/3b4/2k3K1/3B4/8/8/1B6/8 b - - 0 1|0|1|0|1
8/8/3bp3/4k3/8/8/4K3/8 w - - 0 1|-2|1|-4|1
8/2k1n3/8/8/4R3/6r1/6K1/8 w - - 0 1|0|1|0|1
8/4k2K/P7/8/5P2/3B4/8/8 b - - 0 1|-2|1|-2|2
8/6K1/7R/2k5/8/6n1/8/8 b - - 0 1|0|1|0|1
8/8/3p4/6k1/8/3K4/8/8 w - - 0 1|0|1|0|1
8/8/8/8/2K5/8/6Pk/3N4 b - - 0 1|0|1|0|1
8/8/4np2/3k4/8/8/8/7K w - - 0 1|-2|1|-2|2
8/8/8/2N5/1k6/1b5K/8/Q7 b - - 0 1|-2|1|-10|2
8/8/1p6/8/8/7K/3k4/8 b - - 0 1|2|1|1|2
2K5/6b1/3B4/8/8/8/8/5k2 b - - 0 1|0|1|0|1
8/8/8/8/P6N/8/b6K/2k5 w - - 0 1|0|1|0|1
8/7N/k1P5/7q/8/3K4/8/8 b - - 0 1|2|2|1|2
3K4/8/1k6/2N3B1/8/7r/8/8 w - - 0 1|0|1|0|1
8/8/8/7k/8/8/6b1/2K5 w - - 0 1|0|1|0|1
8/8/8/8/4kn2/8/8/3K4 w - - 0 1|0|1|0|1
8/1p1N1K2/8/8/5p2/8/k7/8 b - - 0 1|2|1|1|2
8/7K/8/8/8/2B5/8/2k5 b - - 0 1|0|1|0|1
8/8/8/3P3p/8/8/8/K3Nk2 w - - 0 1|2|1|1|2
8/7K/1P6/8/8/6Q1/1p6/4k3 b - - 0 1|-2|1|-4|1
8/5n2/2k5/8/8/8/B1K5/8 w - - 0 1|0|1|0|1
8/8/8/8/3K4/P7/4k3/8 b - - 0 1|-2|1|-2|2
8/8/7b/K3k3/3p4/8/6R1/8 b - - 0 1|0|1|0|1
1k6/8/8/8/6K1/6P1/8/8 b - - 0 1|-2|1|-4|1
7k/8/8/8/Pp6/6n1/8/6K1 b - a3 0 1|2|2|1|2
1Q6/8/8/k7/8/7B/4K2P/8 b - - 0 1|-2|1|-2|1
8/8/8/1pN5/1k4K1/8/1p6/8 w - - 0 1|-2|1|-4|2
8/2k4p/1p6/8/5b2/1K6/8/8 w - - 0 1|-2|1|-2|2
8/1r6/7P/6k1/8/4K3/2p5/8 b - - 0 1|2|2|1|2
5N2/8/8/7K/8/5p2/k7/6R1 w - - 0 1|2|1|3|1
8/8/2R1k3/8/3P4/8/4K3/8 b - - 0 1|-2|1|-4|2
8/1K6/1P6/5k2/2N2B2/8/8/8 w - - 0 1|2|1|3|1
1Bk5/8/8/3K4/3P4/8/8/6q1 b - - 0 1|2|2|1|2
8/8/8/3K2k1/6pP/8/8/5b2 b - h3 0 1|2|2|1|2
8/3K4/8/8/8/1Pr1k3/1b6/8 b - - 0 1|2|2|1|2
8/8/3R1K2/8/5n2/1k6/8/r7 b - - 0 1|0|1|0|1
4K3/8/8/3B4/1pP5/8/8/6k1 b - c3 0 1|0|1|0|1
8/8/8/3p1qk1/8/8/1K2p3/8 b - - 0 1|2|1|1|2
5K2/8/8/8/4b3/5k2/8/8 b - - 0 1|0|1|0|1
8/4K3/2b2p2/8/2k5/8/1P6/8 w - - 0 1|0|1|0|1
5K2/1q6/8/8/k7/3P4/1p6/8 w - - 0 1|-2|1|-2|2
8/8/3p4/7k/2B5/4K3/8/8 b - - 0 1|0|1|0|1
8/5K2/8/4p3/7P/3P4/8/4k3 b - - 0 1|-2|1|-2|2
8/4P3/8/8/1rr5/k7/8/3K4 b - - 0 1|2|1|3|1
1B4Q1/8/2k5/4K3/6q1/8/8/8 w - - 0 1|2|2|1|2
8/8/3k4/1q6/8/8/5p2/4K3 w - - 0 1|-2|1|-2|2
3N4/8/8/8/6k1/n1p5/8/2K5 b - - 0 1|0|1|0|1
8/8/8/4k3/Pp6/8/7K/8 b - a3 0 1|2|2|1|2
4k3/8/8/2b5/1R6/8/1K6/8 w - - 0 1|0|1|0|1
8/3k4/7P/8/4P3/8/6K1/2n5 b - - 0 1|0|1|0|1
8/4r3/8/8/7K/k7/3p4/8 w - - 0 1|-2|1|-2|2
8/8/8/7k/2P5/7P/1K6/8 w - - 0 1|2|1|1|2
8/8/5n2/4P3/8/K4k2/8/8 b - - 0 1|0|1|0|1
8/5P2/4n3/8/3pk3/7K/8/8 b - - 0 1|2|1|1|2
8/8/4K3/6pP/8/8/1k6/8 w - g6 0 1|2|2|1|2
8/7k/7p/8/2R5/1K6/8/7N b - - 0 1|-2|1|-6|1
8/1Pn5/8/8/8/2k5/1n6/6K1 b - - 0 1|0|1|0|1
5N2/N4K2/3k4/8/8/8/8/7N b - - 0 1|-2|1|-33|1
8/3k4/2B5/8/2p1K3/8/8/7Q b - - 0 1|-2|1|-4|1
8/4B3/8/2K3P1/8/7P/8/7k w - - 0 1|2|1|1|2
8/8/3P4/8/3K4/7k/8/3B4 w - - 0 1|2|1|1|2
3Q4/2Q5/7K/8/8/1p6/8/6k1 w - - 0 1|2|1|3|1
8/2R5/7P/1K6/8/2b5/8/4k3 b - - 0 1|-2|1|-2|2
8/4P3/8/8/8/8/2K5/k1Q5 b - - 0 1|-2|1|-2|1
8/2k5/8/8/8/8/n1N5/K7 b - - 0 1|0|1|0|1
8/8/8/8/5Pp1/8/3k4/K7 b - f3 0 1|2|2|1|2
8/8/8/8/2P5/8/1K6/4k2n b - - 0 1|0|1|0|1
q3q3/7N/8/8/8/2K3k1/8/8 w - - 0 1|-2|1|-4|1
K7/4k3/8/2pP4/7n/8/8/8 w - c6 0 1|0|1|0|1
8/4q3/8/8/8/1K6/8/2k5 w - - 0 1|-2|1|-12|1
8/7p/8/8/7k/8/8/5K2 b - - 0 1|0|1|0|1
8/7k/1K6/8/8/8/7n/8 w - - 0 1|0|1|0|1
8/1p6/8/8/8/4KRk1/8/4N3 b - - 0 1|-2|1|-4|1
8/8/8/8/8/7K/8/4k1b1 b - - 0 1|0|1|0|1
8/3k4/8/8/3Rp3/8/3nK3/8 b - - 0 1|-2|1|-1|1
8/8/8/1pP2K2/8/8/1k6/8 w - b6 0 1|2|2|1|2
6K1/8/8/8/7p/n7/5b2/1k6 b - - 0 1|2|1|1|2
5bb1/5B2/2k5/8/8/8/8/5K2 b - - 0 1|2|2|1|2
8/7k/8/8/2Pp4/8/1p5K/8 b - c3 0 1|2|2|1|2
K5B1/8/6k1/8/8/4n3/8/8 w - - 0 1|0|1|0|1
8/7k/8/8/2p5/B7/8/1qK5 w - - 0 1|0|1|0|1
8/1K6/8/2P2k2/8/8/7B/8 b - - 0 1|-2|1|-2|2
8/8/5k2/7K/1Pp5/5r2/8/8 b - b3 0 1|2|2|1|2
1k6/5p2/8/6K1/2P4R/8/8/8 w - - 0 1|2|1|1|2
8/3b4/7K/1k6/R7/8/8/8 b - - 0 1|0|1|0|1
5k2/8/8/1K3R2/8/8/8/8 b - - 0 1|-2|1|-20|1
8/8/8/P2K4/3p4/8/5Bk1/8 b - - 0 1|-2|1|-2|2
8/8/8/8/8/6N1/8/k5K1 b - - 0 1|0|1|0|1
8/P1k5/8/8/1p6/4p3/8/7K b - - 0 1|2|1|1|2
4r3/8/8/8/B3k3/8/7K/8 b - - 0 1|0|1|0|1
K7/2P5/8/8/8/8/3k4/8 b - - 0 1|-2|1|-2|2
K7/1np5/8/8/1k6/8/8/1n6 w - - 0 1|-2|1|-2|2
8/7k/4K3/1q1n4/8/6Q1/8/8 b - - 0 1|0|1|0|1
8/8/7k/8/8/6n1/K7/8 b - - 0 1|0|1|0|1
n5K1/8/8/8/5Pp1/8/8/2k5 b - f3 0 1|2|2|1|2
8/8/7q/4k3/4r2p/8/8/2K5 w - - 0 1|-2|1|-2|2
8/5P2/8/8/8/6K1/4p3/4k3 w - - 0 1|2|1|1|2
8/8/2q5/3N4/8/3R2K1/8/4k3 b - - 0 1|2|1|3|1
5K2/2q5/8/3r4/2b5/8/3k4/8 b - - 0 1|2|1|1|1
4k3/8/8/5K2/6pP/8/8/1n6 b - h3 0 1|2|2|1|2
3b4/8/8/8/6r1/4kp2/7K/8 w - - 0 1|-2|1|-2|2
2Q5/8/3K4/8/4k3/8/7R/8 w - - 0 1|2|1|3|1
1Kr5/1q6/8/8/1p4k1/8/8/8 w - - 0 1|-2|2|-1|2
8/1R6/8/8/3nK2k/p7/8/8 b - - 0 1|0|1|0|1
1k6/8/8/8/8/p5K1/8/8 w - - 0 1|-2|1|-2|2
8/8/6K1/8/4P3/1k6/8/8 b - - 0 1|-2|1|-2|2
8/8/4K3/8/8/4k3/6P1/8 w - - 0 1|2|1|3|1
R6K/8/8/8/Pp6/8/8/6k1 b - a3 0 1|-2|1|-2|2
8/4Pp2/8/6k1/8/8/7p/3K4 b - - 0 1|2|1|1|2
1k6/8/8/7K/8/2P5/6P1/8 w - - 0 1|2|1|1|2
1K6/8/p5k1/6P1/8/8/8/8 b - - 0 1|2|2|1|2
8/k1R5/6K1/8/8/8/q4P2/8 b - - 0 1|2|1|25|1
2Bb4/8/8/r7/3K4/8/5k2/8 w - - 0 1|-2|1|-38|1
7K/8/8/2k4p/8/8/8/8 w - - 0 1|-2|1|-2|2
8/8/5K2/8/2q5/3p4/6k1/8 b - - 0 1|2|1|1|2
8/8/4P2p/8/3P1k2/8/8/5K2 b - - 0 1|-2|1|-2|2
8/8/8/6p1/6k1/8/1K6/8 b - - 0 1|2|1|3|1
8/3R1n2/6k1/8/8/8/K7/8 b - - 0 1|0|1|0|1
1B6/1k3B2/8/8/5K2/2q5/8/8 w - - 0 1|-1|1|-128|2
8/1K6/4R3/8/8/2k1p3/1R6/8 w - - 0 1|2|2|1|2
4k3/2K5/8/2P5/8/8/8/8 w - - 0 1|2|1|1|2
8/8/8/6k1/4K3/8/P7/8 w - - 0 1|2|1|1|2
8/3K4/8/1R2B3/7R/k7/8/8 b - - 0 1|-2|1|-2|1
8/b7/6kB/8/1K6/8/8/8 b - - 0 1|0|1|0|1
8/1P6/8/7b/1K6/3r4/6k1/8 w - - 0 1|0|1|0|1
8/6B1/7k/8/3pP3/8/8/K7 b - e3 0 1|0|0|0|0
7k/4p1q1/2K5/8/4p3/8/8/8 b - - 0 1|2|1|1|2
8/8/1K5n/3k4/5P2/8/8/8 b - - 0 1|0|1|0|1
8/k7/8/8/8/5q2/1n2RK2/8 w - - 0 1|0|1|0|1
5k2/8/5K2/1N6/6N1/8/8/8 w - - 0 1|0|1|0|1
8/5P2/5k2/8/5p2/8/4K3/8 b - - 0 1|0|1|0|1
8/7B/7P/8/8/7P/1K6/6k1 w - - 0 1|2|1|1|2
8/8/7K/8/4Pp2/1N6/k7/8 b - e3 0 1|0|1|0|1
8/3B4/1K6/8/N6k/8/r7/8 w - - 0 1|0|1|0|1
3K4/4r1P1/8/6P1/6k1/8/8/8 w - - 0 1|2|2|1|2
8/8/4k3/6r1/8/1K3B2/2p5/8 w - - 0 1|0|1|0|1
8/2rn4/8/2K1N3/8/4k3/8/8 w - - 0 1|0|1|0|1
8/8/8/5Pp1/K7/8/6k1/8 w - g6 0 1|2|2|1|2
8/8/4kPB1/7B/8/8/8/7K w - - 0 1|2|1|1|2
k7/6K1/8/1pP5/8/8/8/8 w - b6 0 1|0|1|0|1
5R2/8/8/P7/5K2/8/8/7k w - - 0 1|2|1|1|2
8/8/3K4/2p5/3k4/8/8/7Q w - - 0 1|2|1|3|1
8/8/8/8/6K1/8/3k4/6B1 b - - 0 1|0|1|0|1
k7/8/3P4/8/8/6K1/8/2r5 w - - 0 1|-2|1|-8|1
8/3K4/8/2k3P1/8/8/5N2/8 w - - 0 1|2|1|1|2
8/2q5/8/8/8/6kP/8/7K w - - 0 1|-2|1|-2|2
8/8/8/pP6/5k2/8/5K1P/8 w - a6 0 1|2|2|1|2
3K4/8/1P6/8/8/8/8/3Nk3 b - - 0 1|-2|1|-2|2
8/4K3/4B3/2r5/8/8/k7/q7 b - - 0 1|2|1|7|1
4K3/b4pk1/8/8/8/8/8/1R6 w - - 0 1|0|1|0|1
3k2K1/8/8/2B5/8/8/3P3P/8 w - - 0 1|2|1|1|2
8/8/8/8/8/6k1/K3b3/4R3 b - - 0 1|0|1|0|1
8/8/8/3k4/5K2/2b5/8/2N5 w - - 0 1|0|1|0|1
8/6q1/1k6/8/7r/4K3/7P/8 w - - 0 1|-2|1|-2|2
8/4k3/8/8/8/6pR/7K/8 w - - 0 1|2|2|1|2
8/8/k2K4/8/8/8/6p1/2R5 b - - 0 1|-2|1|-4|1
3B4/8/8/6R1/8/4k3/8/3K4 w - - 0 1|2|1|15|1
8/3P4/8/7K/8/8/3B4/k7 b - - 0 1|-2|1|-2|2
5K2/8/8/7p/8/8/1k2r3/8 w - - 0 1|-2|1|-2|2
8/1k1p4/6N1/2K5/8/8/8/8 w - - 0 1|0|1|0|1
8/8/3b4/7k/7p/8/2K5/8 b - - 0 1|2|1|1|2
8/8/8/5b2/8/8/5k2/Q6K w - - 0 1|2|1|3|1
8/2K5/8/8/7B/8/2B5/1k6 b - - 0 1|0|1|0|1
2k5/8/8/7K/P7/8/8/1b6 b - - 0 1|0|1|0|1
8/4k3/7P/8/2K1b3/8/8/8 w - - 0 1|0|1|0|1
8/1k6/8/4K3/1Q6/8/8/8 b - - 0 1|-2|1|-8|1
3R4/8/1K4P1/8/8/8/8/R6k b - - 0 1|-2|1|-2|2
4K3/8/3P4/6k1/8/8/1r6/1b6 w - - 0 1|0|1|0|1
4K3/p7/5P1k/6R1/8/8/8/8 b - - 0 1|-2|1|-2|2
8/8/6K1/8/8/p6p/k7/8 w - - 0 1|-2|1|-2|2
K3k3/5R2/8/p7/8/8/8/Q7 w - - 0 1|2|2|1|2
8/2q5/8/1P6/5K2/8/6k1/8 w - - 0 1|-2|1|-4|1
8/8/2K5/8/2k5/4P3/8/5N2 w - - 0 1|2|1|1|2
8/1P6/8/2pP4/8/1K6/8/7k w - c6 0 1|2|2|1|2
8/3K4/2P5/6P1/8/8/k7/8 b - - 0 1|-2|1|-2|2
8/8/8/1k6/5K2/3p4/B7/8 b - - 0 1|0|1|0|1
8/1p3p2/8/1K4P1/8/8/8/3k4 b - - 0 1|2|1|5|1
2K5/8/6q1/k3P3/n7/8/8/8 w - - 0 1|-2|1|-6|1
4n3/7B/8/6k1/8/P3K3/8/8 w - - 0 1|2|1|11|1
7k/8/8/8/4K3/8/r7/8 b - - 0 1|2|1|31|1
R7/8/6k1/8/8/8/8/7K b - - 0 1|-2|1|-26|1
8/8/8/4pP2/4K3/8/7k/8 w - e6 0 1|2|2|1|2
8/K7/8/1k6/8/8/1R6/8 b - - 0 1|-2|1|-28|1
8/2N3K1/8/1k6/8/8/8/8 b - - 0 1|0|1|0|1
8/8/7B/8/1K6/8/4P1k1/8 b - - 0 1|-2|1|-2|2
8/8/8/8/8/3pk3/2K5/6R1 w - - 0 1|2|1|5|1
8/8/K3k3/4Q3/8/3P4/8/8 b - - 0 1|0|1|0|1
5Q2/1N5k/8/8/8/7K/8/8 w - - 0 1|2|1|5|1
8/8/3p4/8/4K1p1/8/8/3k4 b - - 0 1|2|1|1|2
8/8/5P2/8/2K3k1/8/8/4b3 b - - 0 1|0|1|0|1
8/4K3/7p/8/4k1p1/8/8/8 w - - 0 1|-2|1|-2|2
8/8/8/8/k7/8/1n1K4/1B6 w - - 0 1|0|1|0|1
8/8/8/1pP5/2Q2K1k/8/8/8 w - b6 0 1|2|2|1|2
8/3P4/8/6K1/1k6/6P1/8/6B1 w - - 0 1|2|1|1|2
k7/8/8/8/8/8/1P6/3n2K1 w - - 0 1|0|1|0|1
6k1/3b4/1r6/8/8/2p5/4K3/8 w - - 0 1|-2|1|-2|2
3K3k/8/3B4/8/8/8/3n4/5Q2 w - - 0 1|2|1|3|1
8/k7/8/8/K4Pq1/8/8/1N6 b - - 0 1|2|2|1|2
8/8/3B4/8/2Pp4/5k2/1K6/8 b - c3 0 1|0|1|0|1
8/8/8/8/3Q3k/8/1K6/1Q4b1 b - - 0 1|-2|1|-2|1
5K2/8/8/8/8/2k5/2P5/5n2 b - - 0 1|0|1|0|1
k7/8/3K4/8/8/8/5Q2/8 b - - 0 1|-2|1|-6|1
8/8/8/8/4pP2/4K3/7k/8 b - f3 0 1|0|1|0|1
8/5K1q/3P4/k7/8/8/8/8 w - - 0 1|-2|1|-8|1
8/1b6/8/1k6/6n1/2K3R1/8/8 w - - 0 1|0|1|0|1
5k2/8/8/8/1K6/n7/1rr5/8 w - - 0 1|-2|1|-4|1
8/8/8/1k4Pp/7K/8/8/8 w - h6 0 1|2|2|1|2
8/8/2N5/3k2p1/1K6/8/8/8 b - - 0 1|0|1|0|1
8/8/5P1P/4P3/8/4K3/8/7k b - - 0 1|-2|1|-2|2
1k6/8/8/8/8/8/1K6/1b6 b - - 0 1|0|1|0|1
7k/4P3/8/p7/8/8/3K4/8 w - - 0 1|2|1|1|2
8/K1k5/4b3/5Q1P/8/8/8/8 w - - 0 1|2|2|1|2
8/K7/3k4/8/3pP3/8/8/8 w - - 0 1|-2|1|-1|1
8/8/4q3/7n/k7/3K1p2/8/8 b - - 0 1|2|1|1|2
5r1k/8/8/b5b1/3K4/8/8/8 w - - 0 1|-2|1|-16|1
8/8/5K2/4p3/1p6/3B4/8/2k5 b - - 0 1|0|1|0|1
8/8/4pK2/8/8/2P5/8/3k4 w - - 0 1|2|2|1|2
8/8/8/4k2K/8/8/1n5Q/5B2 b - - 0 1|-2|1|-2|2
8/8/4k3/8/Pp6/6K1/8/8 b - a3 0 1|2|2|1|2
8/8/5P2/4kb2/5b2/8/4K3/8 w - - 0 1|-2|1|-4|2
8/5k2/8/8/5PR1/8/5K2/1Q6 w - - 0 1|2|1|1|2
1K6/8/2B5/r5p1/8/8/8/2k5 b - - 0 1|2|1|1|2
8/8/8/6p1/K7/8/4k3/8 w - - 0 1|-2|1|-2|2
8/8/8/4k3/8/8/1q3K2/8 w - - 0 1|-2|1|-10|1
8/2k5/q5R1/8/3K4/8/8/8 w - - 0 1|2|2|1|2
8/8/2K5/2b5/8/7k/3p4/1r6 w - - 0 1|-2|1|-2|2
3K4/8/2k5/6R1/8/8/3p4/4r3 w - - 0 1|-2|1|-6|2
4K2N/5R2/8/8/2k5/8/5q2/8 b - - 0 1|0|1|0|1
5Kr1/8/P3k3/8/8/8/8/4b3 w - - 0 1|0|2|0|2
8/5K2/6B1/8/8/5k2/3b4/8 w - - 0 1|0|1|0|1
8/8/8/8/7P/K7/8/kQ6 b - - 0 1|-2|2|-1|2
6k1/8/8/8/3R4/8/1B6/4K3 b - - 0 1|-2|1|-16|1
8/8/K6N/7k/3N4/8/8/8 w - - 0 1|0|1|0|1
8/8/1Q6/4k3/8/1K6/4P3/8 b - - 0 1|-2|1|-2|2
8/8/k7/2R3n1/K7/8/7P/8 w - - 0 1|2|2|1|2
2R5/8/8/1B6/5k2/8/8/3K4 b - - 0 1|-2|1|-18|1
R4N2/6r1/8/5K2/7k/8/8/8 w - - 0 1|0|1|0|1
4N3/6q1/4K3/8/7P/8/5k2/8 w - - 0 1|2|2|1|2
7k/8/8/5pP1/8/8/6rK/8 w - f6 0 1|0|0|0|0
8/8/8/8/5k1b/8/1pK5/5N2 b - - 0 1|0|1|0|1
4R3/8/4p3/K7/8/2k5/2r5/8 b - - 0 1|2|1|7|1
8/8/8/k4Pp1/8/5K2/8/8 w - g6 0 1|2|2|1|2
8/8/8/3n1pP1/2K5/8/5k2/8 w - f6 0 1|0|1|0|1
8/8/8/4r1p1/4k3/8/3K4/8 w - - 0 1|-2|1|-2|2
8/8/1k1K2b1/8/1P6/8/8/8 w - - 0 1|0|1|0|1
8/8/1R4p1/8/8/2R5/1K1k4/8 b - - 0 1|-2|1|-2|2
8/6Kp/8/8/8/8/4k3/8 b - - 0 1|2|1|1|2
8/6n1/8/8/8/4k3/5R1K/8 b - - 0 1|0|1|0|1
7B/8/8/8/2k3K1/1p6/3R4/8 b - - 0 1|-2|1|-10|1
7k/8/2K5/4P3/8/8/2N5/8 w - - 0 1|2|1|1|2
8/K4P2/8/4k3/8/8/8/8 b - - 0 1|-2|1|-2|2
8/7k/8/K7/8/2B3P1/8/8 b - - 0 1|-2|1|-16|2
N7/8/8/8/5P1k/3K4/6q1/8 w - - 0 1|-2|1|-4|2
8/2P5/8/8/R7/5k2/3K4/1R6 b - - 0 1|-2|1|-2|2
8/8/8/8/2pP4/8/5k2/K7 b - d3 0 1|2|2|1|2
1k6/4p3/3p4/8/4K3/4b3/8/8 w - - 0 1|-2|1|-2|2
8/8/6k1/5q1n/8/8/2p3K1/8 b - - 0 1|2|1|1|2
8/7P/3k4/6R1/8/1K6/8/8 b - - 0 1|-2|1|-2|2
6k1/7N/8/8/8/3q4/K7/8 w - - 0 1|-2|1|-6|2
8/7K/b4P2/8/1R6/8/4k3/8 b - - 0 1|-2|1|-4|2
5R2/1K5R/8/8/8/1k6/8/8 w - - 0 1|2|1|7|1
6N1/8/3k1K2/8/8/8/7p/8 w - - 0 1|-2|1|-2|2
1k6/6P1/8/8/R7/8/8/7K w - - 0 1|2|1|1|2
8/n3K3/8/1q6/2k5/8/4r3/8 w - - 0 1|-2|1|-4|1
8/4K3/8/8/k3Pp2/8/8/8 b - e3 0 1|2|2|1|2
4k3/8/8/8/7P/8/6b1/N6K w - - 0 1|2|2|1|2
3K4/8/2N5/8/8/8/N6p/3k4 w - - 0 1|0|1|0|1
8/8/4Nb2/5k2/1K6/8/8/8 w - - 0 1|0|1|0|1
8/8/8/8/6q1/4k3/7K/8 w - - 0 1|-2|1|-4|1
8/8/8/4K2P/8/5p2/6k1/8 b - - 0 1|2|1|1|2
8/5r2/3k4/8/PP6/4K3/8/8 b - - 0 1|2|1|3|1
8/2kp4/8/1p6/8/1K6/8/8 b - - 0 1|2|1|1|2
8/8/6K1/3kB3/1b6/8/8/8 w - - 0 1|0|1|0|1
8/2K5/8/8/5Qk1/8/3pq3/8 b - - 0 1|2|2|1|2
