# fen|stockfish 15.1 nnue value|adjusted value, side to move; net nn-ad9b42354671, generated by tools/nnue_reference.py
1r4r1/p4pk1/b1p1p1pn/1P5q/2R1p1P1/2N4P/7N/b4K2 b - - 1 40|4942|4829
1r3r2/p4pk1/b1R3pn/1P2p3/4p1P1/7q/N3K2N/b7 b - - 1 43|5498|5391
5r2/1r3pk1/bp4pn/1P2p3/4p1P1/2N5/3q4/b4K2 w - - 2 47|-6039|-5856
2r5/1r3p1k/bp4pn/1P1Np3/4p1P1/8/8/b6K w - - 3 50|-3168|-3034
8/1rr2p1k/bp5n/1P2p1p1/4p1P1/8/5KN1/b7 b - - 3 53|4371|4261
8/1r1r1p1k/Pp3n2/4p1p1/4pNP1/4K3/8/b7 b - - 0 56|3951|3872
5k2/1P3p2/1p3n2/4p1pN/4p1P1/3r4/4K3/b7 b - - 0 59|1221|1138
5k2/5p2/1p1r4/3nN1pN/4p1P1/8/1b2K3/8 w - - 1 63|-2332|-2300
rnbq1k1r/1p1P1ppp/2p5/p7/1bBN4/8/PPPB1nPP/RN1QK2R w KQ - 0 10|669|675
rnbq3r/1p1k1ppp/2p5/8/pbBN4/4K3/PPPB1nPP/RNQ2R2 b - - 1 13|936|953
rnb4r/1p1k3p/2p2qB1/8/pb1Nn3/N3K3/PPPB2PP/R1Q2R2 w - - 1 17|-17|-26
r1b4r/1p1k3p/n7/2q5/pb1NB3/N1P1K3/PP1B2PP/R1Q2R2 b - - 2 20|-924|-890
r1b4r/1p1k4/n3q3/7p/Pb2B3/N1P1K3/P2BN1PP/R1Q2R2 b - - 0 23|-370|-321
r1b4r/1p1k4/8/b1n4p/P3B3/2P1K1q1/P1NBNRPP/R1Q5 w - - 7 27|507|464
r1bqkb1r/p1pp1p1p/2n2np1/1p2P3/8/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 3|928|954
rnbqk2r/p1pp1p2/5np1/1pb1P2p/8/PP3N2/2P2PPP/RNBQKB1R b Kkq - 2 6|-371|-383
rnb4r/p1ppkp2/4qn2/1pb1P1pp/2N5/PP3N2/2P1BPPP/R1BQK2R w K - 2 10|951|971
rn1r4/pBppkp2/4qn2/1p2P1pp/1PN5/1P3N2/2P2PPP/R1BQK2R b K - 0 13|-2087|-2058
rn2r3/2p1kp2/B2q1n2/pp1pP1pp/1P6/RP3N2/2PN1PPP/2BQK2R w K - 4 17|2161|2131
rnq1r3/2p1kp2/B7/Rp1pP1pp/1P1Nn3/1P3N2/2P2PPP/2BQK2R w K - 1 20|2209|2166
rn1kr3/2p2p2/B3P3/Rp1p1q1p/1P1Nn1p1/1P6/1BP2PPP/3QK1NR w K - 0 23|1794|1751
rn1k4/2p1rp2/B3P3/Rp1p1qQ1/1P1N1P1p/1P4n1/1BP3PP/3K2NR b - - 3 26|-1753|-1696
rn1k4/4r3/B1p1Pp1Q/1p1p4/1P1N1P1p/1P1q2n1/RBP3PP/4K1NR b - - 3 29|-978|-912
rn1k4/1B3r2/4Pp1Q/1ppp4/1P1N1P1p/BPq3n1/R1P2KPP/6NR b - - 1 32|-946|-877
1rBk4/3n1Q2/4Pp2/1p1p1n2/1P1p1P1p/BPq5/R1P2KPP/6NR w - - 3 36|1253|1178
1rk5/4P3/5pQ1/1pPp1n2/3p1P1p/BP5q/1RP2KPP/6NR b - - 0 39|-1154|-1073
1r6/4k3/5p1n/1pPp4/3p1PQp/BP3N2/1RP3PP/5K1R w - - 2 43|3945|3819
5k2/1r6/5p1n/1pPp4/3p1P2/BP3N2/1RP1Q1PP/5K1R b - - 4 45|-3504|-3362
5k2/1r6/5p2/1pPp1n2/3p1P2/BP3N2/1RP1Q1PP/4K2R w - - 11 49|4092|3968
rnbqkbnr/ppppppp1/8/7p/8/2P1P3/PP1P1PPP/RNBQKBNR b KQkq - 0 2|-35|-36
rnbqkb1r/ppppppp1/8/1B5p/6n1/2P4N/PPQP1PPP/RNB1K2R w KQkq - 2 6|-231|-225
rnbqkb1r/pp1pppp1/2p5/1B5p/1P3P2/2P4N/P1QP1KPn/RNB4R b kq - 1 8|866|871
r1bqkb1r/pp1p1pp1/2p1p3/1B5p/1n3P2/2P4N/P1QP1KPR/RNB5 b kq - 1 11|856|877
r1b2b1r/pp1p1pp1/1qp1pk2/1B4N1/QP3P1p/8/P2P1KPR/RNB5 w - - 3 15|1137|1125
r1b2b1r/pp2kpp1/2ppp3/1P4N1/Q1B2P1p/P7/3PK1PR/RNB3q1 b - - 0 18|-48|-12
r1b1kbr1/pp4p1/2pppp2/1P4N1/2BP1P1p/P7/2Q1K1PR/RNB3q1 w - - 2 21|831|812
r1b2br1/p2k2p1/1ppppp2/1P6/2BPNP1p/P2Q4/1B3qPR/RN1K4 b - - 1 24|-1339|-1322
r1r1k3/p3b1p1/Pppppp2/8/2BPNP1p/P7/1BQ2qPR/RNK5 w - - 5 28|1673|1633
r1r1k3/p3b3/Ppp1Bpp1/8/3PNP1p/P7/1B4PR/RNKQ2q1 b - - 0 31|-1151|-1083
r3k3/p1r5/Ppp2p2/P1b2Bp1/3PNP1p/8/1B4PR/RNKQ1q2 w - - 1 35|1791|1735
qn2b1kr/pppr1p1p/1n1pp1pb/8/3P1P2/P2N3P/1PP1P1PK/QN1RBB1R w k - 1 11|144|147
qn2b1kr/pppr2bp/1n1pp1p1/4Pp2/1B1P1P2/P6P/1PP3PK/QN1RNB1R b k - 1 14|-147|-153
qn2b1kr/p1pr2bp/3pp3/1pBnPpp1/3P1P1P/P7/1PPR2PK/QN2NB1R b k - 1 17|271|274
qn1r1r1k/B1p2bbp/3pp3/1B1nPpp1/3P1P1P/P7/QPPR2PK/1N2N2R w - - 3 21|-137|-150
1n1r2rk/1q3bbp/1Bppp3/3nPpp1/3P1PPP/P7/QPPR3K/1N2NB1R w - - 1 24|-415|-430
3r2rk/1q3bbp/nB1pp3/2pPPppP/5PP1/P3n3/1PPR2NK/QN3B1R b - - 2 27|605|623
1n4rk/1q1r1b1p/1B1pp2b/2pPPppP/5PP1/P1N1N3/1PPR2BK/Q6R b - - 4 30|-772|-737
3r2rk/Bq5p/n2p2bb/2ppPppP/5PP1/PPN1N2B/2PR3K/Q6R w - - 0 34|1310|1300
3r3k/B5rp/n2p2bb/1qp1PNpP/3p1PP1/PP1R3B/Q1P4K/1N5R b - - 0 37|-1146|-1128
3r3k/B5rp/n2NP1bb/2p3pP/3p1PP1/Pq1R3B/Q1P4K/1NR5 w - - 3 41|1531|1515
3r3k/B5rp/2nNP2b/2p3pP/3p1PP1/PQPb3B/7K/1NR5 b - - 0 44|-833|-751
rnbqkbnr/p1pppppp/8/1p6/P7/N7/1PPPPPPP/R1BQKBNR b KQkq - 1 2|-82|-83
1nbqkbnr/r1ppppp1/7p/pp6/P7/N4PPB/1PPPP2P/R1BQK1NR b KQk - 0 5|-38|-38
1nb1kbnr/r1p2pp1/3p3p/pp2pB2/PP5q/N3PPP1/2PP3P/R1BQK1NR b KQk - 0 8|126|129
1n1k1b1r/r1p1n1p1/3p1p1p/pp1Bp3/PP4bq/N3PPP1/2PP3P/R1BQK1NR w KQ - 4 12|495|512
1n2kb1r/r1p3p1/3p1p1p/p2np3/pP1P2Pq/N3P1P1/2P1N2P/1RBQK2R b K - 1 15|3|-8
1n3b1r/r1p1k1p1/3p1p1p/p3p3/pP1P2P1/NRN1P1qP/2P5/1nBQK2R w K - 0 19|-465|-471
5b1r/r2nk1p1/2pp1p1p/pP2p3/p1PP2P1/NR2P2P/7q/1NBQ1K1R b - - 0 22|-333|-328
r4b1r/3nk1p1/3p1p1p/pPp1p3/p1PPP1P1/NR1Q3P/3q4/1NB2K1R b - - 1 25|-648|-649
rn3b2/4k2r/3p1ppp/pPp1p3/p1PPP1P1/NR5P/3Q4/1NB2KR1 w - - 0 29|2731|2663
rn3b2/2k4r/3p1ppp/pPpPp3/2P1P1P1/Np5P/1B4Q1/1N3K1R b - - 0 32|-998|-948
bbqnnrkr/pp1ppppp/6B1/2p5/2P5/8/PP1PPPPP/B1QNNRKR b KQkq - 1 2|404|414
b1qnnrkr/pp1ppppp/6B1/2p5/2P5/8/PBNPPPPP/1Q1N1RKR b KQkq - 0 5|-65|-34
b2nnrkr/pp1pppp1/3q2B1/2p4p/P1P5/B7/2NPPPPP/2QN1RKR w KQkq - 0 9|131|104
b2nnrk1/pp1ppppr/6q1/2p4p/PNPP3P/B3N3/4PPP1/2Q2RKR b KQq - 1 12|-92|-101
b2nnrk1/pp1ppppr/4q3/2p4p/PNPP3P/B7/2N1PPP1/Q4RKR b KQ - 7 15|7|-5
b2nnrk1/pp1ppppr/8/7p/PpPP2PP/B3P3/2N1P3/Q1KR3R w - - 0 19|1294|1260
b2nnrk1/pp2p1pr/5p2/3p2Pp/P1PP3P/p3P3/2N1P3/Q1K2R1R b - - 0 22|-926|-917
b3nrkr/1p2pnp1/5p2/p2N2Pp/P1pP3P/p3P3/3KP3/Q4R1R w - - 4 26|1172|1179
b3nrkr/1n2p1p1/5pP1/pp1N3p/P1pPP2P/p3K3/4P3/Q4R1R w - - 1 29|1137|1143
b4rk1/1nn1p1pr/6P1/pP3P1p/1NpP3P/p3KR2/4P3/Q6R b - - 2 32|-609|-587
b3nrk1/1n4pr/6P1/pP2PP1p/1Np4P/4K3/p3P3/Q3RR2 b - - 0 35|-1070|-1056
b5k1/1nn2rpr/4P1P1/1P3P1p/1pp4P/5K2/p3PR2/Q3R3 b - - 2 38|-602|-612
b5k1/2n2rpr/3RP1P1/1P3P1p/1pp4P/6K1/p3PR2/Q7 b - - 0 41|-1420|-1412
rn1qkb1r/1p1bpppp/p2Q1n2/5N2/4P3/2N5/PPP2PPP/R1B1KB1R b KQkq - 0 2|-97|-84
1n1qkb2/rp1bpppr/p4n1p/5N2/N3P3/8/PPP2PPP/R1BQKB1R w KQ - 2 5|599|602
1n2kb2/r1qbpppr/pp3n2/5N1p/N3P3/2B5/PPP1QPPP/R3KB1R w KQ - 0 8|347|341
1n1qkb2/r2npppr/pp6/5N1p/bB2P3/4Q3/PPP2PPP/2KR1BR1 b - - 3 11|433|430
rn1qkb1r/3n1pp1/pp6/4pN2/bB2P2p/2P5/PP2QPPP/2K1RBR1 w - - 1 15|-599|-595
rn1qkb2/3n3r/pp3pp1/1B2p3/bB2P2p/2P1N3/PPQ2PPP/2K1R1R1 w - - 0 18|-273|-264
rn1qk3/3n1r2/1p3ppb/pB2p3/bB2PP1p/2P1N3/PPQ3PP/2K1R1R1 w - - 2 21|-228|-213
rn1qk3/3n2r1/1p3ppb/1B2p3/pB2PP1p/1bP1N3/PPQK2PP/3R2R1 b - - 3 24|771|762
r1q1k1b1/3n2r1/1pn2ppb/1B2p3/pB2PP2/2PQN2p/PP1K2PP/R6R w - - 2 28|-595|-581
r3k3/3q2rb/1pn2pp1/1B2p3/pB2Pb2/2P1N2p/PP4PP/RRK5 w - - 2 31|-2304|-2240
r2k4/3q2rb/1p3pp1/4p3/1n2Pb2/p1P1N2B/PP4PP/RRK5 w - - 0 34|-2735|-2646
r2k4/3r3b/1p3pp1/1P2p3/4PbP1/p2qN2B/PP5P/RRK5 w - - 1 37|-4010|-3982
3k4/5r1b/1p3pp1/rP2p1P1/4Pb2/p2qN3/PP5P/RRK4B w - - 5 40|-3105|-3054
3k4/5r1b/1p3Pp1/rP2p3/4Pb2/pq2NB2/PP5P/RRK5 b - - 4 43|2848|2804
3k4/1r5b/1p3Pp1/rP2p3/4Pb2/p3N3/qP1K3P/RR1B4 w - - 0 46|-1591|-1517
rnbqkbnr/ppp1pppp/3p4/8/8/P3P3/1PPP1PPP/RNBQKBNR b KQkq - 0 2|-2|-1
rnbq1bnr/pp1k1ppp/2ppp3/8/1P4PP/P3P3/2PP1P2/RNBQKBNR b KQ - 0 5|-153|-147
r1bq1bnr/pp1k2pp/n1p5/3pppN1/1P4PP/P3P3/R1PP1P2/1NBQKB1R w K - 0 9|399|399
r1bq1b1r/pp1k3p/n2N1np1/2pppp2/1P4PP/P3P3/1RPPKP2/1NBQ1B1R b - - 1 12|470|484
r1b4r/pN1kq1b1/np3npp/2pppp1P/1P4P1/P2KP3/1RPP1P2/1NBQ1B1R w - - 1 16|-904|-918
r1b3r1/p2Bq1b1/1p1k1npp/2nppp1P/1P4P1/P1K1P3/1RPP1P2/1NBQ3R b - - 5 19|1739|1739
rnb1kbnr/pppp1ppp/4pq2/8/2P5/1P6/P2PPPPP/RNBQKBNR w KQkq - 1 3|84|88
rnb1kbnr/pppp1ppp/4p3/8/2P5/1Pq3P1/P2PPP1P/RNBQKBNR w KQkq - 1 6|359|368
rnb1kbnr/pppp1ppp/4p1q1/8/2P3P1/1P1P3N/P3PPBP/RNBQK2R b KQkq - 0 9|94|96
r1b1kbnr/pBpp1ppp/n7/4p3/1PP3q1/3P4/P3PP1P/RNBQK1NR b KQkq - 0 12|125|127
r1b1kb1r/pB1p1ppp/n1p4n/1P2p3/2P3q1/3P4/P3PP1P/RN1QK1NR w KQkq - 0 16|-631|-606
r3kb1r/pb1p1p1p/B1P5/4pnp1/2P1P1q1/3P3N/P4P1P/RN1QK2R b KQkq - 0 19|313|315
r3kb1r/pb3p1p/2Pp4/1B2pnp1/2P1P1q1/3P3N/P2K1P1P/RNQ4R w k - 6 23|522|541
2r1kb1r/pb3p1p/2Pp4/1BP1pnp1/P3P3/2KP3N/5P1P/RNQqR3 b k - 2 26|-66|-69
2rk1b1r/1b3pnp/p1Pp4/1BP1p1p1/P3P3/2KP3N/2R2P1P/1NQ4R w - - 2 30|1958|1890
1r1knb1r/1b3p1p/p1Pp4/1BP1p1p1/P3PP2/3P3N/1KR4P/1N2Q2R w - - 5 33|2478|2422
1r1k1b1r/1bn2p1p/2P5/1pR1p1p1/P3PP2/3P4/1K3N1P/1N4QR b - - 0 36|-1696|-1662
rnbqkbnr/ppppppp1/7p/8/6P1/5N2/PPPPPP1P/RNBQKB1R b KQkq - 1 2|133|139
rnbqkbnr/p1ppppp1/8/7p/1p4P1/PP3N2/2PPPPBP/RNBQK2R b KQkq - 0 5|-13|-7
rnbqkb1r/2p1ppp1/p7/3p1n1p/1p4P1/PPB2N2/2PPPPBP/RN1QK2R w KQkq - 2 9|151|151
rnbqkb1r/2p1ppp1/p7/3p3p/4n1P1/PPp1PB2/2PP1P1P/RN1QK1NR w KQkq - 1 12|-1233|-1218
r2qkb1r/2pnp1p1/p4p2/3p1b1P/4n3/PPp1PB2/2PP1P1P/RNQK2NR w kq - 0 15|-1267|-1255
r2qkb2/2pnp1p1/p4pbr/3p4/4n2P/PPp1PB2/2PP1P2/RN1QK1NR w q - 4 18|-1396|-1376
r2qkb2/3np1p1/p5br/2pp1p2/2P1n2P/PP2PB2/2P2P1R/RNQ1K1N1 b q - 1 21|1753|1751
r2q1b2/3n1kp1/p4nbr/2ppp2B/2P2p1P/PP2P2R/2PQ1P2/RN2K1N1 w - - 2 25|-1254|-1249
r2qkb2/3n2p1/p4nbr/2ppp2B/2P4P/PPP1pP2/Q6R/RN2K1N1 b - - 0 28|2366|2368
r2qkb2/6pr/pn4b1/2p1p2B/1Pp3nP/P1P1pPQ1/7R/RN2K1N1 w - - 1 32|-709|-670
r1q1kb2/3n2pr/p5b1/2p4B/1Pp1p1nP/P1P1pPQ1/1R6/RN2K1N1 w - - 4 35|-827|-793
r3kb2/1qQn2pr/p5b1/2p5/PPp3BP/2P1pp2/1R6/RN2K1N1 b - - 0 37|1091|1086
r3kb2/4q1pr/p7/2pn4/PPp4P/2Pbpp1B/4R3/RN2K1N1 w - - 4 41|-3324|-3258
rnb1k2r/ppp1bppp/3qpn2/3p4/2PP4/2N1P3/PP1N1PPP/R1BQKB1R b KQkq - 0 2|-18|-19
rnb1k2r/ppp1bpp1/4pn1p/3P4/2p5/4P1q1/PP1NNPPP/R1BQKBR1 b Qkq - 0 5|247|242
rnb1k3/pQ2bp1r/2p2n1p/3p2p1/2p5/4P1q1/PP1NNPPP/R1B1KB1R w Qq - 0 9|265|281
rnb1k3/pQ3p1r/2p2b1p/3p2p1/2p3nP/4P3/PP1NNPq1/R1B1KB1R w Qq - 0 12|2|20
rn2k3/p4p1r/2p2b1p/3p2p1/P5bP/2N1P3/1PQN1Pqn/R1B1KB1R b Qq - 0 15|262|260
rn1k3r/p4p2/2p2b1p/1B1p2p1/P5qP/2N1Pb2/1PQN1P1n/R1B1K2R w Q - 7 19|-501|-506
rn1kr3/p4p2/2B2b1p/P2N1qp1/7P/4Pb2/1PQN1P1n/R1B1K1R1 b Q - 2 22|15|27
rn1kr3/5pb1/B1b2N1p/q5p1/7P/4P3/1PQN1P1n/R1B1K1R1 w Q - 0 26|-145|-156
b1q1rrkb/pppppp2/3nn1p1/7p/P7/1PPPN3/Q3PPPP/B1N1RKRB w KQ - 0 11|-132|-126
b1q1rrkb/p1pppp2/6p1/Pp5p/2Nnn3/QPPP4/4PPPP/B1N1RRKB b - - 5 14|406|414
b1q1rr1k/p1ppp3/6p1/PpP1bp1p/2Nn3P/Q1PP4/4PPP1/B1N1RRKB w - - 0 18|994|978
rnbqkbnr/2pppppp/8/pp6/8/N6N/PPPPPPPP/R1BQKB1R w KQkq - 0 3|67|69
1nbqkbnr/2ppp2p/r5p1/pP3p2/8/N5PN/PP1PPP1P/R1BQKB1R w KQk - 0 6|790|799
1nbq1bnr/2pppk1p/6p1/pPr2p2/8/N4PPN/PP1PP2P/R1BQKB1R w Q - 1 9|698|706
2bq1bnr/2ppp2p/n4kp1/pr2Np2/6P1/5P2/PP1PPN1P/R1BQKB1R b Q - 4 12|-384|-383
2bq2nr/2p1p1bp/n4kp1/p2pNP2/8/4PP1B/Pr1P1N1P/R1BQK2R w Q - 0 16|1233|1255
2bq1bnr/2p1p2p/n4k2/p2pNP2/2Q5/5P1B/Pr1P1N1P/R1B1K2R b Q - 0 19|-830|-841
2bq2nr/2p1p3/n4k1b/p2pNP1p/8/Q4P1B/Pr1P1N1P/R1B1K2R w Q - 4 22|999|1016
2bq2nr/8/n2ppk1b/p2pNP1p/P7/5P1B/2rP1N1P/1RB1K1R1 b - - 1 25|1882|1825
b2q2nr/8/n2ppk1b/p2pNP1p/P4P2/7B/3P1N1P/1RK3R1 b - - 0 28|1057|994
b6r/3qn3/n1Nppk1b/p2p1P1p/P4P2/7B/1K1P1N1P/R5R1 w - - 7 32|-974|-906
b1r5/3qN3/3ppknb/p2p1P1p/Pn1P1P2/7B/1K5P/R6N b - - 1 35|2589|2493
b1r5/3qNn2/3ppk1b/p2p1P1p/P2P1P2/1K4NB/2n4P/3R4 b - - 7 38|2252|2158
b7/4Nn2/3ppk1b/pq1p1P1p/P1rP1P2/1K4NB/2n4P/4R3 w - - 10 40|-1241|-1124
b1r5/4Nnb1/3ppk2/pP3P1p/3PpP2/1K2R2B/2n4P/8 w - - 2 43|-1442|-1403
b7/4Nn2/3pPk1b/pP5p/Kn1PpP2/2r1R2P/8/5B2 b - - 2 46|1134|1099
b7/4Nk2/3p3b/pPr2P1p/3Pp3/1K2R2P/n7/5B2 w - - 2 50|-1077|-1072
b4b2/4Nk2/2rp4/pP3P1p/3Pp2P/4R3/n7/1K3B2 w - - 5 53|-296|-265
rnbqkbnr/pp1p1ppp/2p5/4p3/8/1P1P4/P1P1PPPP/RNBQKBNR w KQkq - 0 3|-3|-3
r1bqkb1r/pp1p1p1p/n1p2n2/4p1p1/2P5/1P1P1P2/P3P1PP/RNBQKBNR b KQkq - 4 6|281|284
r1bqk2r/p2p1p1p/1pp2n2/2b1p1p1/1nP2P2/1P1PP3/P5PP/RNBQKBNR w KQkq - 1 9|-47|-37
r1b1k2r/3p1p1p/pppq1n2/2b1p1pQ/1nP2PP1/1P1PP2N/P6P/RNB1KB1R b KQkq - 2 12|865|875
1rbk3r/3p1Q1p/ppp1q3/2b1p1p1/1nP2Pn1/1P1PP2N/P6P/RNB1KB1R w KQ - 2 16|-433|-430
1rbk2qr/3p3Q/ppp5/2b1p1p1/1nPP1P2/PP2P2N/6Bn/RNB1K2R b KQ - 0 19|-26|-33
8/2p5/8/KP1p3r/1R2Pp1k/8/6P1/8 w - - 0 2|-31|-31
8/2p4r/8/KP1p2k1/4Pp2/6P1/8/4R3 b - - 4 4|403|412
8/2p3r1/KP4k1/3p4/4P3/6p1/8/1R6 b - - 2 7|424|429
2r2R2/8/Kp4k1/3pP3/8/6p1/8/8 b - - 2 10|820|824
8/7k/K7/1p1pP3/8/5Rp1/8/3r4 w - - 2 14|-631|-631
8/4r2k/8/1K1pP3/3R4/6p1/8/8 w - - 1 17|-192|-190
8/1r5k/8/3pP3/5R2/K5p1/8/8 b - - 8 20|659|667
8/7k/5r2/3pP3/6R1/K5p1/8/8 b - - 14 23|490|493
bbqnrk1r/ppp1pppp/3p1n2/8/7P/6P1/PPPPPP2/BBQNRKNR w KQkq - 0 3|44|48
bbqnrknr/ppp1p1p1/3p1p1p/8/1PP4P/P5P1/3PPP2/BBQNRKNR w KQkq - 0 6|475|484
bbq1rknr/ppp3p1/2n2p1p/1Pp1p3/6PP/P6N/3PPP2/BBQNRK1R b KQkq - 0 9|-235|-247
bb1qBknr/p1p3p1/1pn4p/1P2pp2/2p2PPP/P6N/3PP3/B1QNRK1R w KQk - 1 13|977|959
bb2Bknr/p1p1q1p1/1pn4p/1P3P2/2p1Pp1P/P1N4N/3P4/B1Q1RK1R b KQk e3 0 15|-914|-892
1b2Bknr/pb2q3/1pp2P1p/1P4p1/2pnPp1P/P6N/4N3/B1Q1RK1R w KQk - 0 19|1349|1345
1b2Bknr/pb4q1/1p3P1p/1Pp3pP/3NPp2/P1p5/8/B1Q1RKNR w KQk - 2 22|1785|1754
1b2Bknr/p4Pq1/1pP4p/6pP/3pPp2/P7/2p2K2/B1Q1R1NR w k - 0 25|1671|1638
5N1r/p2Bk1q1/1pP2n1p/4b1pP/3pPp2/P1B5/2p2K2/2QR2NR b - - 2 28|-589|-517
4kN1r/p1n3q1/1pP4p/4b1pP/3pPp2/P1B4B/2pR1K2/2Q3NR w - - 7 31|1075|1012
5r2/p1n2kq1/1pP4p/4b1pP/4Pp2/P1Bp4/2pR1KB1/2Q3NR b - - 3 34|-64|-6
5r2/p2n1kq1/1pP4p/4b1pP/4Pp2/P1Bp3B/2R3K1/2Q3NR b - - 4 37|-731|-675
4r1k1/p1bn2q1/1pP4p/6pP/3BPpB1/P2p4/5RK1/2Q3NR w - - 11 41|1801|1769
4r1k1/p2n4/2P3qp/6pP/4PB2/P2p4/4BRK1/b1Q3NR b - - 0 44|-1210|-1149
1B4k1/3n4/p1P3qp/7P/4r1p1/P2p1B2/5RK1/Q5NR b - - 0 47|-1298|-1220
r1bqkbnr/ppp1pppp/2n5/3p4/8/3PB3/PPP1PPPP/RN1QKBNR w KQkq - 2 3|-84|-83
r1bqkb1r/ppp1pppp/8/Q2pn2n/5PP1/3PB3/PPP1P2P/RN2KBNR b KQkq - 0 6|-87|-96
r1bq1b1r/p1pkp1pp/2n2p2/Qp1p3n/3B1PP1/N2P4/PPP1P2P/R2K1BNR w - - 4 10|313|314
1rbq1b1r/Q1p1p1pp/2n1k3/1p1p1p1n/3B1PP1/N2P1N2/PPP1P2P/R2K1B1R b - - 2 13|-605|-602
1r3b1r/4p1pp/bp1qk3/1p1pnpPn/3BPP2/N2P1N2/PPP4P/R2K1B1R w - - 1 17|-78|23
1r3b1r/4p2p/bp1qk1p1/1p2npPn/3BpP2/N2P3P/PPP5/1R1KNB1R b - - 1 19|2590|2533
1r3rk1/1ppbqppp/p1np1n1B/2b1p3/2BPP3/P1N2N2/1PP1QPPP/R4RK1 w - - 3 12|233|239
1r3rk1/1ppbqpBp/2np1n2/p3p3/2BPP3/b1N2N2/1PP1QPPP/1R1R2K1 w - - 0 15|510|517
1r2brk1/1pp1qpBp/2n2n2/3pp3/p1BPP2N/b1N5/1PPR1PPP/R3Q1K1 b - - 1 18|-502|-513
1r2brk1/npp2pB1/5n1p/2qp4/p1BpP2N/b4P2/1PPR2PP/RN1Q2K1 w - - 2 22|275|292
Br3rk1/n1pb1pB1/1p3n1p/2q5/p3P2N/b2p1P2/RPP2RPP/1N1Q2K1 b - - 3 25|141|133
Br2br2/2p2pk1/1p3n1p/1n1q4/p3P2N/N1Pp1P2/RP3RPP/1Q4K1 w - - 1 29|307|323
Br2br1k/5p2/1p5p/1npq1N2/p3P1n1/NPPp1P2/R4RPP/Q5K1 b - - 0 32|-84|-98
Br2r1k1/3b1pN1/1p5p/2pq4/p3P1n1/nPPp1P2/R4RPP/4Q2K w - - 6 36|-722|-687
2r3k1/3brp2/1pB4p/2pq4/p2NPP2/nPPp4/R4RPn/4Q2K b - - 5 39|773|747
2r1r1k1/3b1p2/1p5p/2pq4/p2NPP2/nPPp1K2/R4RP1/4Q3 w - - 5 43|-1412|-1388
1r4k1/3b1p2/1p5p/2p5/p1q1rP2/nP1p1K2/R1N2RP1/Q7 b - - 1 46|2243|2222
1r4k1/5p2/1p2q2p/1np5/p3rPb1/1PQp2K1/R1NR2P1/8 b - - 7 49|2381|2366
rnbqkbnr/p1pp1ppp/1p6/4p3/8/N6N/PPPPPPPP/R1BQKB1R w KQkq - 0 3|-81|-84
rnb1kbnr/p1pp1p2/1p3qp1/4p2p/8/N3P2N/PPPP1PPP/R1BQKB1R w KQkq - 2 6|-64|-64
rn3bnr/p1ppkp2/bp3qp1/4p3/5Pp1/N3P2N/PPPP2PP/R1B1KB1R w KQ - 0 9|-2770|-2714
rn3b1r/p1ppkp2/bp3np1/6q1/4pPp1/N1PPP2N/PP2K1PP/R1B2B1R w - - 0 12|-2168|-2088
rn3b1r/p2pkp2/1p3np1/1bp3q1/4PPp1/1PPp3N/P2K2PP/RNB2B1R b - - 0 15|2612|2530
rn3b1r/p2pkp2/1p3np1/1bpq4/4PPp1/NPPp4/P5PP/R1BK1BNR b - - 6 18|1994|1902
r3kb1r/p2p1p2/np3np1/1bpq4/1PN1PPp1/2Pp4/P5PP/R1B1KBNR w - - 1 22|-3121|-3056
3rkb1r/p2p1p1n/np4p1/1bp1N3/1P1qPPp1/N1Pp4/P5PP/1RB1KB1R b - - 8 25|2092|2008
3rkb1r/p4p1n/np4p1/1b1pN3/R3PPp1/N1qp4/P2B2PP/4KB1R b - - 1 28|2837|2773
3rk2r/p1q1bp1n/np4N1/1R1p4/4PPp1/N2p4/P2B2PP/4KB1R w - - 1 32|-1423|-1373
3rk2r/p4p1n/np1b2N1/3R4/4P1p1/N2pq3/P2B2PP/4KBR1 w - - 3 35|-746|-678
4kr2/p4p1n/np4N1/1N1r4/4Pbp1/3pq2P/P2BB1P1/4K1R1 w - - 0 38|-1347|-1247
4kr2/p6n/1p4p1/1N1rP3/5bp1/1n1pq1PP/P3B3/2B1K1R1 w - - 1 41|-3046|-2944
4k3/p6n/1p3rp1/1NnrP3/P4bP1/3p2q1/4B3/2B1KR2 w - - 0 44|-2954|-2849
8/p2k3n/1p1N1rp1/2n1r3/P4bP1/3p2q1/4BR2/2BK4 b - - 3 46|4516|4440
bbq1rknr/pppppp1p/4n3/6p1/6PP/8/PPPPPP2/BBQNRKNR w KQkq - 1 3|225|233
bbq1rknr/pp1ppp1p/4n3/2p3p1/6PP/4N3/PPPPPP2/BBQ1RKNR w KQkq - 0 6|21|21
b1q1rknr/pp1ppp2/4n2p/2p3pP/6P1/4NP2/PPPPP3/BBQ1bKNR b Kkq - 1 9|843|814
b2qrknr/pp1ppp2/7p/2p3pP/P2n2P1/2P1NPb1/1P1PP2R/BBQ2KN1 b kq - 2 12|1737|1723
rnbqkb1r/pppppppp/5n2/8/8/P1P5/1P1PPPPP/RNBQKBNR b KQkq - 0 2|60|57
rnbqkb1r/p1pppp2/1p6/6pp/P1P1n3/7N/1P1PPPPP/RNBQKB1R w KQkq - 0 6|39|43
